Bus,Lat,Lon
156,41.9055709,-87.63310611
156,41.89141609,-87.63272524
156,41.88992656,-87.63268232
156,41.89466659,-87.63278961
156,41.88177146,-87.63244092
156,41.90196961,-87.63299346
156,41.91084471,-87.63325632
156,41.90034457,-87.63294518
156,41.89304535,-87.63276815
156,41.88403598,-87.63254285
156,41.90751918,-87.63315439
156,41.8863803,-87.63260186
156,41.93753842,-87.63951123
156,41.93858391,-87.63954878
156,41.93299314,-87.63937175
156,41.93539551,-87.63941467
156,41.93418236,-87.63937175
156,41.93641709,-87.63945758
156,41.92653979,-87.63778389
156,41.91877656,-87.63458133
156,41.92031331,-87.63565958
156,41.92552204,-87.63604045
156,41.9136551,-87.63175428
156,41.91572289,-87.63307929
156,41.92831582,-87.63890505
156,41.92214939,-87.6357615
156,41.93132499,-87.63903916
156,41.87680281,-87.63948977
156,41.87675088,-87.64232755
156,41.87914331,-87.63700171
152,41.94661206,-87.70548284
152,41.94670383,-87.68957734
152,41.94695918,-87.66903162
152,41.94573428,-87.7764219
152,41.94730231,-87.64736474
152,41.94665994,-87.69819796
152,41.94669585,-87.69053221
152,41.94584999,-87.76632071
152,41.94609736,-87.74659574
152,41.94718261,-87.65618384
152,41.94443754,-87.83549488
152,41.94682352,-87.67872512
152,41.94658812,-87.70894289
152,41.94502407,-87.82571018
152,41.94664797,-87.70054758
152,41.94725443,-87.65169382
152,41.9469911,-87.66661763
152,41.94729832,-87.64917791
152,41.94639661,-87.72263289
152,41.94522756,-87.80679524
152,41.94680357,-87.6810801
152,41.9463208,-87.72934377
152,41.94660807,-87.70758033
152,41.9462809,-87.7323693
152,41.94615721,-87.74186432
152,41.94619711,-87.73943961
152,41.9461213,-87.74473429
152,41.94652827,-87.71278381
152,41.94621706,-87.73734212
152,41.94839551,-87.64404953
152,41.94707089,-87.66168237
152,41.94604549,-87.74974465
152,41.94596969,-87.75705636
152,41.94602155,-87.75212109
152,41.94644847,-87.72017062
152,41.94676766,-87.68351018
152,41.94600559,-87.75443852
152,41.94690731,-87.67335534
152,41.94586994,-87.7644217
152,41.94593378,-87.75951326
152,41.94590186,-87.7619648
152,41.94581807,-87.76932478
152,41.94578216,-87.77418494
152,41.94571832,-87.77906656
152,41.94569837,-87.78151274
152,41.94580211,-87.77172267
152,41.94625297,-87.73507297
152,41.94565847,-87.78393745
152,41.94565049,-87.7862227
152,41.94556271,-87.790187
152,41.9454071,-87.79858232
152,41.94531134,-87.8034693
152,41.94550685,-87.79366851
152,41.94545897,-87.79574454
152,41.94672777,-87.68594563
152,41.94517968,-87.80953646
152,41.94512781,-87.81195045
152,41.94508392,-87.81447172
152,41.94504801,-87.82440662
152,41.94516372,-87.8169179
152,41.94519564,-87.81970739
152,41.94514377,-87.82189608
152,41.94494667,-87.82869167
152,41.9448924,-87.83039331
152,41.94692327,-87.6714617
152,41.94786487,-87.64562666
152,41.94482856,-87.83288777
152,41.94635272,-87.72717655
152,41.94712675,-87.65884995
152,41.94667989,-87.69426048
152,41.94662802,-87.70302594
152,41.94537518,-87.80080318
152,41.94703499,-87.66409636
152,41.94638464,-87.72511125
152,41.94650433,-87.71503687
152,41.94670782,-87.68844008
152,41.94685544,-87.67623067
152,41.94647241,-87.71745622
152,41.94687938,-87.67486811
152,41.94721453,-87.65365183
152,41.95044223,-87.64449477
152,41.94667191,-87.70527899
152,41.94702302,-87.66866148
152,41.94579014,-87.77691007
152,41.94736215,-87.64734328
152,41.94672777,-87.69788146
152,41.9467557,-87.69102037
152,41.94590186,-87.76664257
152,41.94614923,-87.74745405
152,41.94723847,-87.6562053
152,41.94443754,-87.83549488
152,41.94688337,-87.67860711
152,41.94664797,-87.70910919
152,41.94511185,-87.82428861
152,41.94670383,-87.70037055
152,41.94731029,-87.65173674
152,41.94705493,-87.66631186
152,41.94735417,-87.64933884
152,41.94646443,-87.72261679
152,41.94527942,-87.80739069
152,41.94522756,-87.80679524
152,41.94686342,-87.6808548
152,41.94638863,-87.72904873
152,41.94666792,-87.70773053
152,41.94634474,-87.73203671
152,41.94621307,-87.74205208
152,41.94626494,-87.73911774
152,41.94618913,-87.74434805
152,41.9465961,-87.71285355
152,41.9462809,-87.73705244
152,41.94855909,-87.64376521
152,41.94714271,-87.66144097
152,41.9461213,-87.74944425
152,41.94603751,-87.75675058
152,41.94609337,-87.75179923
152,41.94650034,-87.72024572
152,41.94682352,-87.68329561
152,41.94606145,-87.75428832
152,41.94696317,-87.67348409
152,41.94593378,-87.76413202
152,41.94600559,-87.75924504
152,41.94596969,-87.76216328
152,41.94589388,-87.76902437
152,41.94583403,-87.77390063
152,41.94578615,-87.77877152
152,41.94576221,-87.78118551
152,41.94586994,-87.77143836
152,41.94630085,-87.73544848
152,41.94573029,-87.7836585
152,41.94569837,-87.7867806
152,41.94563054,-87.7900207
152,41.94547892,-87.79829264
152,41.94537917,-87.80311525
152,41.9455667,-87.79349685
152,41.94551882,-87.79586256
152,41.94679559,-87.68569887
152,41.94525149,-87.80926824
152,41.94519963,-87.81166077
152,41.94515175,-87.81418741
152,41.94519963,-87.81657457
152,41.94526346,-87.81928897
152,41.9452116,-87.82161176
152,41.94504402,-87.82764673
152,41.94496023,-87.83016801
152,41.94698711,-87.67120421
152,41.94799254,-87.64547646
152,41.94490038,-87.83258736
152,41.94482856,-87.83506572
152,41.94640858,-87.72719264
152,41.9471866,-87.6590699
152,41.94668388,-87.70284355
152,41.94543503,-87.80059397
152,41.94709882,-87.66386569
152,41.94644049,-87.72510588
152,41.94657216,-87.71488667
152,41.94673575,-87.6947701
152,41.94677165,-87.6880002
152,41.9469113,-87.67596781
152,41.94652029,-87.71842718
152,41.94694721,-87.67466426
152,41.94727438,-87.65339971
152,41.9522934,-87.64497757
152,41.95208195,-87.6450634
152,41.95044223,-87.64449477
152,41.95025073,-87.64447868
48,41.80852864,-87.67531335
48,41.80852464,-87.67697632
48,41.80845667,-87.68186331
48,41.80661333,-87.67459452
48,41.80511382,-87.67455161
48,41.80288649,-87.67451942
48,41.80107098,-87.67446041
48,41.79928741,-87.67440677
48,41.79794771,-87.67437994
48,41.79560815,-87.67430484
48,41.79199666,-87.67420828
48,41.79012085,-87.67415464
48,41.78830097,-87.67409563
48,41.78646505,-87.67403662
48,41.78466908,-87.67400444
48,41.78287705,-87.67396152
48,41.78105297,-87.67390788
48,41.77918884,-87.6738435
48,41.77741266,-87.67381668
48,41.77558443,-87.67375767
48,41.77378015,-87.67371476
48,41.77011942,-87.67361283
48,41.76832939,-87.67355812
48,41.76645528,-87.67352593
48,41.76466195,-87.67346263
48,41.76284936,-87.67343581
48,41.76103271,-87.67338753
48,41.75938808,-87.67333925
48,41.75556246,-87.67322123
48,41.75370639,-87.67314935
48,41.75187588,-87.6730957
48,41.7501918,-87.67303348
48,41.74824272,-87.67298842
48,41.7464905,-87.67296696
48,41.74466459,-87.67294765
48,41.74282341,-87.67291009
48,41.74097018,-87.67287254
48,41.73917293,-87.67282426
48,41.73736362,-87.67276418
48,41.73638209,-87.67312306
48,41.79342848,-87.67422438
48,41.79416438,-87.6742512
48,41.7719254,-87.67364931
48,41.80501705,-87.68395758
48,41.80846867,-87.67481446
48,41.80846067,-87.67731428
48,41.80839669,-87.68211544
48,41.8083847,-87.68367112
48,41.80684525,-87.67469645
48,41.80507783,-87.6746428
48,41.8032024,-87.67461061
48,41.80091502,-87.67454624
48,41.79949937,-87.67449796
48,41.79766776,-87.67444968
48,41.7958881,-87.67439604
48,41.79225663,-87.67429948
48,41.79041282,-87.67424047
48,41.78864095,-87.67419219
48,41.78678104,-87.67413318
48,41.78488508,-87.6740849
48,41.78309306,-87.67404735
48,41.78131299,-87.67400444
48,41.77947286,-87.6739347
48,41.77767669,-87.67390251
48,41.77583646,-87.67385423
48,41.77363212,-87.67380059
48,41.77042749,-87.67370939
48,41.76863907,-87.67366111
48,41.76677457,-87.67363429
48,41.76495804,-87.67356992
48,41.76309744,-87.67353237
48,41.7612768,-87.67347872
48,41.75948012,-87.67341971
48,41.75581458,-87.67331243
48,41.75395771,-87.67326951
48,41.75213281,-87.67322123
48,41.75030386,-87.67315686
48,41.74850687,-87.67311394
48,41.74661778,-87.67309785
48,41.74486872,-87.67302811
48,41.74299152,-87.67299056
48,41.74119033,-87.67296374
48,41.73940509,-87.67292082
48,41.73770787,-87.67288864
48,41.73638209,-87.67312306
48,41.73627881,-87.67290258
48,41.79406919,-87.6743542
48,41.7933197,-87.67436171
48,41.77221186,-87.67375231
48,41.8083647,-87.68434167
48,41.80501705,-87.68395758
49,41.83486943,-87.68444896
49,41.8191758,-87.68465281
49,41.75073289,-87.68270338
49,41.86293327,-87.68587053
49,41.859825,-87.68577933
49,41.85689238,-87.68571496
49,41.84866353,-87.68542206
49,41.84521648,-87.68529117
49,41.84106827,-87.68514633
49,41.83907399,-87.68509269
49,41.83015295,-87.68498003
49,41.81584071,-87.68458843
49,41.8123791,-87.68449187
49,41.8083647,-87.68434167
49,41.80142289,-87.68418074
49,41.79775974,-87.68410563
49,41.79035843,-87.68385673
49,41.78680424,-87.68372691
49,41.78314426,-87.68361425
49,41.78089216,-87.68357348
49,41.77910003,-87.68348765
49,41.77543881,-87.6834265
49,41.77365853,-87.68336749
49,41.76823496,-87.68324733
49,41.76459393,-87.68315613
49,41.76089186,-87.6830349
49,41.7594361,-87.68298125
49,41.75592342,-87.68285465
49,41.75366157,-87.68279028
49,41.87898613,-87.6862445
49,41.94650194,-87.68812144
49,41.82646346,-87.68486202
49,41.91745052,-87.68733287
49,41.89959791,-87.68684149
49,41.93758391,-87.68785214
49,41.92328294,-87.68751204
49,41.95572111,-87.68841219
49,41.9391266,-87.68786609
49,41.95750351,-87.68846154
49,41.97851116,-87.68951297
49,41.91420199,-87.68722451
49,41.85192978,-87.68555939
49,41.89558979,-87.68673098
49,41.90285198,-87.6868844
49,41.9320146,-87.68775666
49,41.97612636,-87.6890409
49,41.92511654,-87.68752492
49,41.88690906,-87.68650246
49,41.79364125,-87.68391252
49,41.95019009,-87.68822658
49,41.89096484,-87.68660545
49,41.87393887,-87.6860851
49,41.90694429,-87.68702602
49,41.88942339,-87.68658292
49,41.89377611,-87.68666983
49,41.89795684,-87.68677926
49,41.95378546,-87.68831885
49,41.88491861,-87.68645525
49,41.96886773,-87.68880486
49,41.90835198,-87.68707967
49,41.92932155,-87.68768907
49,41.88132475,-87.68633034
49,41.77181098,-87.68334067
49,41.96153247,-87.68859565
49,41.91058921,-87.68712258
49,41.92175823,-87.68746376
49,41.8228657,-87.68478692
49,41.87113903,-87.68602073
49,41.86646086,-87.68589735
49,41.94290535,-87.68804204
49,41.93024266,-87.68769658
49,41.96335939,-87.6886332
49,41.86884977,-87.68596172
49,41.9010976,-87.68686616
49,41.87641667,-87.68613333
49,41.88295765,-87.68638551
49,41.96475546,-87.68868148
49,41.97289597,-87.68893361
49,41.91598219,-87.68727275
49,41.96658053,-87.68873684
49,41.80509303,-87.68430734
49,41.85433121,-87.68563986
49,41.81918379,-87.68474936
49,41.75073289,-87.68270338
49,41.86270156,-87.68599927
49,41.85970114,-87.68592739
49,41.85699386,-87.68585229
49,41.8484965,-87.68557656
49,41.84494474,-87.68553257
49,41.84126409,-87.68541455
49,41.83913794,-87.6853019
49,41.83407804,-87.68475473
49,41.8305007,-87.68516564
49,41.81578953,-87.68467963
49,41.81181134,-87.68455625
49,41.80852864,-87.68447042
49,41.80131572,-87.68429017
49,41.79769256,-87.68422043
49,41.79414998,-87.68421936
49,41.79012885,-87.68403053
49,41.78669704,-87.68393934
49,41.78323066,-87.68386102
49,41.78126098,-87.68384278
49,41.77899922,-87.68374729
49,41.77545001,-87.68365073
49,41.77392817,-87.68361211
49,41.76847447,-87.68344883
49,41.76487241,-87.68336105
49,41.76096869,-87.68323123
49,41.75557447,-87.68309712
49,41.75394491,-87.68304455
49,41.8788039,-87.68643916
49,41.94657695,-87.6884079
49,41.82561761,-87.68493283
49,41.91748725,-87.68750668
49,41.89925852,-87.68702388
49,41.93778982,-87.68817723
49,41.92347053,-87.68768907
49,41.9560235,-87.68862784
49,41.93956873,-87.68825018
49,41.95775882,-87.68868685
49,41.97753811,-87.68930912
49,41.97851116,-87.68951297
49,41.85218072,-87.68568492
49,41.8956449,-87.68694878
49,41.75879585,-87.68317223
49,41.91591849,-87.68746912
49,41.90326641,-87.68713331
49,41.9321032,-87.68800557
49,41.97601071,-87.68925011
49,41.92517082,-87.68775344
49,41.88693781,-87.68668163
49,41.9500267,-87.68848933
49,41.89082108,-87.68679321
49,41.87379906,-87.68634796
49,41.90685246,-87.68725455
49,41.88935071,-87.68676209
49,41.89380806,-87.68685758
49,41.8973579,-87.68698096
49,41.95385328,-87.68857419
49,41.87779737,-87.68643379
49,41.88444095,-87.68662477
49,41.96830934,-87.68899798
49,41.90829369,-87.68727064
49,41.96657829,-87.68894434
49,41.92944927,-87.68789291
49,41.88093592,-87.68648958
49,41.77182378,-87.68354237
49,41.96117028,-87.68881452
49,41.91052454,-87.68734145
49,41.92178617,-87.68765152
49,41.82280974,-87.68485129
49,41.87148385,-87.68629003
49,41.86634102,-87.68612266
49,41.94329877,-87.68832099
49,41.92998167,-87.68791333
49,41.91342276,-87.68741655
49,41.96288776,-87.68885433
49,41.86917334,-87.68622458
49,41.90135074,-87.68708289
49,41.88227949,-87.6865207
49,41.9649908,-87.68890679
49,41.97313527,-87.68915355
49,41.87553263,-87.68640697
49,41.80501705,-87.68395758
49,41.85435519,-87.68572569
86,41.925542,-87.78547168
86,41.88824531,-87.78313816
86,41.88815745,-87.77995706
86,41.9990933,-87.7886796
86,41.97188,-87.78793833
86,41.98477582,-87.78764963
86,41.97913327,-87.78777301
86,41.97735467,-87.78779984
86,41.98280039,-87.78764749
86,41.97374147,-87.78786957
86,41.980986,-87.78769469
86,41.97554411,-87.78781593
86,41.96830535,-87.78797686
86,41.99505874,-87.78747261
86,41.97633773,-87.7878052
86,41.99117543,-87.78753698
86,41.99650196,-87.78742969
86,41.9636745,-87.78729558
86,41.98601991,-87.78763354
86,41.99002714,-87.78755844
86,41.99350385,-87.78750479
86,41.98830067,-87.78759062
86,41.97009617,-87.78794467
86,41.94559862,-87.7862978
86,41.93639714,-87.78582573
86,41.95502617,-87.78659821
86,41.93818088,-87.7859652
86,41.95007917,-87.78640509
86,41.95649423,-87.78664112
86,41.91266509,-87.78508008
86,41.94372731,-87.78624952
86,41.91443352,-87.78512299
86,41.91629372,-87.78516591
86,41.91808999,-87.78522491
86,41.93110549,-87.78565943
86,41.92393353,-87.78539658
86,41.93272576,-87.78569698
86,41.94911766,-87.78634608
86,41.92286385,-87.78538048
86,41.95281204,-87.78651237
86,41.96057113,-87.7867806
86,41.90939156,-87.78496742
86,41.91992613,-87.78528929
86,41.94188387,-87.78614759
86,41.9400324,-87.7860564
86,41.92906613,-87.7855897
86,41.91086467,-87.78499961
86,41.94733422,-87.7862978
86,41.93454152,-87.78576672
86,41.92724622,-87.78553605
86,41.89806465,-87.78494596
86,41.90366248,-87.78416276
86,41.89441502,-87.78482258
86,41.90178594,-87.78480649
86,41.89153989,-87.78473675
86,41.90569466,-87.78346002
86,41.89618795,-87.78488159
86,41.88817342,-87.78463483
86,41.9072477,-87.78326154
86,41.89014221,-87.78470457
86,41.89292556,-87.78478503
86,41.89976162,-87.7850157
86,41.8870073,-87.78437734
86,41.95801013,-87.78794467
86,41.9592707,-87.79056787
86,41.92576551,-87.78554678
86,41.88824531,-87.78313816
86,41.88829323,-87.78445244
86,41.99748668,-87.78815925
86,41.9990933,-87.7886796
86,41.97232167,-87.78798223
86,41.98444087,-87.78775156
86,41.97940046,-87.78784812
86,41.9773427,-87.7878803
86,41.98303327,-87.78776765
86,41.97398874,-87.78793931
86,41.98122686,-87.78781593
86,41.97582327,-87.78788567
86,41.96853668,-87.78805733
86,41.97654909,-87.78788567
86,41.99182931,-87.78761208
86,41.96337135,-87.78718293
86,41.98894661,-87.78766036
86,41.98578864,-87.78771937
86,41.99577637,-87.78753698
86,41.99038598,-87.7876389
86,41.99391849,-87.78757989
86,41.9704631,-87.78801978
86,41.9458061,-87.78635681
86,41.9365847,-87.78591692
86,41.95524957,-87.78668404
86,41.93820083,-87.78604567
86,41.95030658,-87.78649628
86,41.95630275,-87.78671086
86,41.91289662,-87.78517127
86,41.94399863,-87.78634071
86,41.9147888,-87.78520882
86,41.91840933,-87.78531611
86,41.93081416,-87.78572917
86,41.92335079,-87.78546095
86,41.93299713,-87.78578818
86,41.9493331,-87.786448
86,41.92239286,-87.78544486
86,41.95285193,-87.78659821
86,41.91682063,-87.78526783
86,41.95992092,-87.78683424
86,41.92024146,-87.78538048
86,41.94216319,-87.78624952
86,41.94033966,-87.78615296
86,41.92928564,-87.78567553
86,41.91112815,-87.7850908
86,41.94754569,-87.78639436
86,41.93481289,-87.78586328
86,41.95831331,-87.78681278
86,41.92750165,-87.78561652
86,41.90912807,-87.78349757
86,41.89838408,-87.78504252
86,41.90398987,-87.78418422
86,41.89469454,-87.78491378
86,41.90179792,-87.78488159
86,41.89184338,-87.78483331
86,41.90565075,-87.78356195
86,41.89653534,-87.78497279
86,41.90744333,-87.78334737
86,41.89051359,-87.7847904
86,41.89320109,-87.78487086
86,41.90002115,-87.78511226
44,41.84536834,-87.64011741
44,41.83256319,-87.64122248
44,41.80874056,-87.65299201
44,41.80876056,-87.65054047
44,41.84998779,-87.64033735
44,41.84819759,-87.64447868
44,41.84893286,-87.64229
44,41.85079097,-87.63842762
44,41.8480937,-87.63835788
44,41.84896483,-87.63837934
44,41.84560411,-87.6382935
44,41.81469405,-87.64557302
44,41.81602781,-87.64560842
44,41.8123751,-87.64552474
44,41.81050788,-87.64548182
44,41.80911322,-87.64545715
44,41.84679337,-87.64789581
44,41.80860861,-87.65519142
44,41.80682126,-87.6551646
44,41.80533775,-87.65511632
44,41.80312643,-87.65506268
44,41.80132692,-87.65501976
44,41.79947937,-87.65496075
44,41.79766376,-87.6549232
44,41.79584011,-87.65486419
44,41.79223663,-87.65476227
44,41.79040082,-87.65473008
44,41.78858496,-87.65469253
44,41.78679304,-87.65464425
44,41.78494908,-87.65458524
44,41.78311306,-87.65455306
44,41.78131699,-87.65449405
44,41.77948486,-87.65445113
44,41.77764469,-87.65440822
44,41.77582046,-87.65437067
44,41.77400419,-87.65431702
44,41.77036748,-87.65422583
44,41.76899916,-87.654199
44,41.76668655,-87.6541239
44,41.76489402,-87.65407026
44,41.76305743,-87.65402198
44,41.76125679,-87.65396833
44,41.75947612,-87.65394688
44,41.75744329,-87.65386641
44,41.75581431,-87.65383924
44,41.75394971,-87.65378594
44,41.75220085,-87.65374839
44,41.7507641,-87.65371084
44,41.74851888,-87.65363574
44,41.74674585,-87.65358746
44,41.74490874,-87.65354455
44,41.74306357,-87.65350163
44,41.74131441,-87.65343726
44,41.73946914,-87.65337825
44,41.73755977,-87.6533407
44,41.73657904,-87.65311539
44,41.79366445,-87.65479445
44,41.79444033,-87.65482128
44,41.77221586,-87.65426338
44,41.84534836,-87.64146388
44,41.84345013,-87.64148533
44,41.84165575,-87.64144242
44,41.83980936,-87.64141023
44,41.83838258,-87.64137268
44,41.83618038,-87.6413244
44,41.83437381,-87.64127076
44,41.83073653,-87.64119029
44,41.82891781,-87.64113128
44,41.82707906,-87.64109373
44,41.82524824,-87.64104009
44,41.81983944,-87.64088988
44,41.82343336,-87.6410079
44,41.84543627,-87.63977945
44,41.83251523,-87.64130294
44,41.80880454,-87.65286863
44,41.80888851,-87.64591634
44,41.80883253,-87.65039563
44,41.85021955,-87.63994575
44,41.85091484,-87.63875484
44,41.8480857,-87.64457524
44,41.84961217,-87.64079869
44,41.84904874,-87.64188766
44,41.84962816,-87.63846517
44,41.8479858,-87.63844371
44,41.84557614,-87.63837934
44,41.81453413,-87.64572859
44,41.81622612,-87.6457715
44,41.81267897,-87.64567494
44,41.81073578,-87.64563203
44,41.84679337,-87.64789581
44,41.80852864,-87.65527725
44,41.80705717,-87.65525043
44,41.8051898,-87.65519142
44,41.80337435,-87.65515387
44,41.80162284,-87.65511632
44,41.7997833,-87.65506268
44,41.79790371,-87.65500367
44,41.79600408,-87.65495539
44,41.7924766,-87.65485346
44,41.7906608,-87.65483201
44,41.78879294,-87.65478909
44,41.78704103,-87.65474081
44,41.78520907,-87.65468717
44,41.78334906,-87.65464425
44,41.781513,-87.65458524
44,41.77972888,-87.65454769
44,41.77792872,-87.6545155
44,41.7760725,-87.65446186
44,41.77418822,-87.65440822
44,41.77062353,-87.65431166
44,41.76850303,-87.65427411
44,41.76696263,-87.65422583
44,41.7651701,-87.65415609
44,41.76338554,-87.65411317
44,41.7615489,-87.65406489
44,41.75922802,-87.65402198
44,41.75762336,-87.65396297
44,41.75624677,-87.65392542
44,41.75429788,-87.65387714
44,41.75246898,-87.65383422
44,41.75062803,-87.65379131
44,41.74878703,-87.65372694
44,41.74696999,-87.65368402
44,41.7451649,-87.6536411
44,41.74333174,-87.65359819
44,41.74148253,-87.65353382
44,41.7396973,-87.65347481
44,41.73790402,-87.65343726
44,41.73657904,-87.65311539
44,41.79426836,-87.65490711
44,41.79347247,-87.65487492
44,41.77243991,-87.65435994
44,41.84525245,-87.64162481
44,41.84366992,-87.64158726
44,41.84185157,-87.64152288
44,41.84001718,-87.64149606
44,41.8382307,-87.64145851
44,41.83643218,-87.6414156
44,41.83456966,-87.64135659
44,41.83102033,-87.64127612
44,41.82912967,-87.64123321
44,41.82727892,-87.64119029
44,41.82550808,-87.64114201
44,41.82328146,-87.6410991
44,41.81909184,-87.64096498
43,41.816857,-87.60045826
43,41.81656515,-87.61848807
43,41.81678104,-87.60658443
43,41.81681702,-87.60389149
43,41.81685301,-87.60193348
43,41.81653716,-87.62095034
43,41.81659314,-87.6171577
43,41.81661313,-87.6164335
43,41.816869,-87.5989455
43,41.81672507,-87.60930955
43,41.81650918,-87.62272596
43,41.81636125,-87.63342261
43,41.81668509,-87.61173964
43,41.8164652,-87.62596607
43,41.81663312,-87.61417508
43,41.80908443,-87.63167918
43,41.8193527,-87.6446262
43,41.81624131,-87.62939394
43,41.81063982,-87.62989819
43,41.81698094,-87.59748101
43,41.81717284,-87.63359427
43,41.8189919,-87.63866365
43,41.81908784,-87.63368011
43,41.81893992,-87.64301419
43,41.81895192,-87.64110982
43,41.81632527,-87.63123393
43,41.81434622,-87.63118029
43,41.81273094,-87.63113737
43,41.81113562,-87.63150215
43,41.81805239,-87.5995034
43,41.81759663,-87.64563739
43,41.81662112,-87.61899233
43,41.81684101,-87.60658979
43,41.816869,-87.60460496
43,41.81691697,-87.60170281
43,41.81659713,-87.6212883
43,41.8166651,-87.61642277
43,41.8166651,-87.61714697
43,41.8164572,-87.62944758
43,41.81679703,-87.60901988
43,41.81656115,-87.62336433
43,41.81642522,-87.63342261
43,41.81675705,-87.6114285
43,41.81651717,-87.62665808
43,41.81670108,-87.6139605
43,41.81643721,-87.63137877
43,41.80908443,-87.63167918
43,41.81692497,-87.60064602
43,41.81875202,-87.64460206
43,41.8193527,-87.6446262
43,41.82010649,-87.64575005
43,41.81915381,-87.64572591
43,41.81698094,-87.59748101
43,41.81720483,-87.63350308
43,41.81905986,-87.63833106
43,41.81913982,-87.63376057
43,41.81899589,-87.64320731
43,41.81902388,-87.64071822
43,41.81632527,-87.63123393
43,41.81434622,-87.63118029
43,41.81273094,-87.63113737
43,41.81113562,-87.63150215
1,41.86182582,-87.62397587
1,41.84059268,-87.62323022
1,41.87945334,-87.63065457
1,41.87950286,-87.62816012
1,41.87953881,-87.62577832
1,41.87940062,-87.63412213
1,41.8382387,-87.62185693
1,41.83640021,-87.62181938
1,41.83461363,-87.62178183
1,41.83297888,-87.621755
1,41.8313361,-87.62172818
1,41.86931715,-87.6239866
1,41.86611411,-87.6240102
1,41.86401434,-87.62397909
1,41.86049221,-87.62394369
1,41.85811498,-87.62390077
1,41.85455497,-87.6238203
1,41.85103871,-87.62371302
1,41.84946033,-87.6236701
1,41.84729448,-87.62348771
1,41.8459278,-87.62336969
1,41.84362996,-87.62330532
1,41.84188754,-87.62327313
1,41.87179383,-87.62405097
1,41.87051955,-87.62400806
1,41.87339163,-87.62407243
1,41.85339622,-87.62378275
1,41.87552064,-87.62413144
1,41.85571369,-87.62384176
1,41.86781512,-87.62399733
1,41.87700652,-87.62412608
1,41.87914331,-87.63700171
1,41.86183381,-87.6241132
1,41.84046879,-87.62354672
1,41.87802903,-87.63823986
1,41.87813687,-87.62953341
1,41.87810093,-87.63288081
1,41.87806897,-87.63546646
1,41.87816084,-87.62806892
1,41.87822475,-87.62577295
1,41.86908546,-87.624228
1,41.8656443,-87.62420976
1,41.8638539,-87.6241455
1,41.85995045,-87.62408209
1,41.85764832,-87.62402737
1,41.85405391,-87.62392974
1,41.85135918,-87.62386751
1,41.84947152,-87.62381923
1,41.84715861,-87.6237613
1,41.84552419,-87.62366474
1,41.84325031,-87.62360036
1,41.8420474,-87.62357354
1,41.83822271,-87.62349844
1,41.83622435,-87.6234287
1,41.83459364,-87.62336969
1,41.83275105,-87.62332141
1,41.83093239,-87.62327313
1,41.87198157,-87.62429774
1,41.87027987,-87.62425482
1,41.87327979,-87.62433529
1,41.85252995,-87.6238879
1,41.85531414,-87.62397373
1,41.87457398,-87.62435675
1,41.86719193,-87.624228
1,41.87627557,-87.62440503
5,41.7221466,-87.592417
5,41.72222668,-87.58797526
5,41.77343609,-87.57907569
5,41.77332807,-87.58866727
5,41.77336408,-87.5856632
5,41.77318004,-87.60564566
5,41.77340408,-87.58139849
5,41.77330006,-87.59140849
5,41.77320005,-87.60320485
5,41.77338408,-87.5838232
5,41.77322805,-87.60079622
5,41.77322805,-87.59947121
5,41.77321605,-87.60196567
5,41.77347209,-87.57681191
5,41.77328806,-87.59276569
5,41.77328006,-87.5943321
5,41.77312003,-87.608006
5,41.77325206,-87.59714842
5,41.77308002,-87.61040926
5,41.77335207,-87.58667171
5,41.77324005,-87.59828568
5,41.77326406,-87.5959146
5,41.76879511,-87.62568712
5,41.76943926,-87.61376202
5,41.76933924,-87.61678219
5,41.76927922,-87.62008131
5,41.76936724,-87.61524796
5,41.76923921,-87.62165844
5,41.76930723,-87.61841297
5,41.76921121,-87.62326241
5,41.7589319,-87.57356107
5,41.75991629,-87.55856752
5,41.75897992,-87.56866336
5,41.75920801,-87.55998373
5,41.75890389,-87.57597506
5,41.75905195,-87.56299317
5,41.75895591,-87.57115245
5,41.75903194,-87.56461859
5,41.76056454,-87.55729079
5,41.75901594,-87.56624937
5,41.74466059,-87.54905105
5,41.74462456,-87.55154014
5,41.72603827,-87.578035
5,41.72610233,-87.57319093
5,41.72626248,-87.56104052
5,41.72601025,-87.58049726
5,41.72572198,-87.60115564
5,41.72598623,-87.58286297
5,41.72574601,-87.59964824
5,41.72634655,-87.55411506
5,41.72622244,-87.56342232
5,41.72577804,-87.59750247
5,41.72607431,-87.57565856
5,41.72631052,-87.55685091
5,41.72629451,-87.55824566
5,41.7261824,-87.56708086
5,41.72613436,-87.57073939
5,41.72582208,-87.5950563
5,41.72620242,-87.56584167
5,41.72229074,-87.6248771
5,41.72216262,-87.59079695
5,41.7218383,-87.6118362
5,41.72175822,-87.61668026
5,41.72171418,-87.61914253
5,41.72179826,-87.61435747
5,41.72192639,-87.60694385
5,41.72165412,-87.62079477
5,41.72187434,-87.60956168
5,41.72211057,-87.59445548
5,41.74339178,-87.55166888
5,41.74127439,-87.55144894
5,41.73911289,-87.55142212
5,41.73725954,-87.55138457
5,41.73544618,-87.55133629
5,41.73398104,-87.55129337
5,41.73181129,-87.55123973
5,41.7300378,-87.55120754
5,41.72558185,-87.60446012
5,41.72241887,-87.60437429
5,41.72397636,-87.6044172
5,41.7445205,-87.55264521
5,41.72812815,-87.55253255
